name,id,group,size,node_name
"dŭk, hră dŭk",663,5,1,type of crossbow used by children that is simpler in form like Western bow
dŭng,664,44,1,sound of drum
dŭt,665,38,1,of water to push wood
dư,666,46,1,gluttony in eating or drinking
đah,667,37,1,to sprout/to leap
đak,668,19,1,water
đal,669,6,1,shallow container
đam,670,34,1,to always hit the target/servant
đang,671,11,1,to be finished
đao,672,21,1,large sword
đăk,673,47,1,to set a trap
đăm,674,4,1,simple form of five
đe,675,9,1,3rd person indefinite someone people
đei,676,9,1,"to have, there are "
đep,677,12,1,to be obedient
đĕ-đŏ,678,40,1,a hard-shelled bug that lives in the water
đĕch,679,1,1,only
đêl,680,17,1,footprints
đih,681,2,1,"to go greet, welcome "
đik,682,8,1,strong
đing,683,15,1,bamboo tube
đit,684,31,1,very mean
đit-đit,685,41,1,to breathe fast
đīch,686,20,1,indentured servant
đī,687,0,1,"all, no more"
đi-đăng,688,39,1,emphatic of đī
đoh,689,13,1,to put on earrings
đom,690,13,1,"to stick to, be fastened to "
đon,691,26,1,"ear, mind "
đot-đot,692,45,1,to describe the waving of a bird's tail up and down
đŏk,693,5,1,monkey
đŏl,694,36,1,"to jack up, lift up by putting something in under; pain or ache from objects pressing against body "
đŏng,695,28,1,"very bent, crooked"
"đô, 'bum đô",696,3,1,peanuts
đôn,697,24,1,to explode
đông,698,18,1,to float
đôr,699,1,1,easy/a more complex weave than regular weave
đôt,700,32,1,of a hen tail to curve down or be without tail
đỗ,701,22,1,to make someone make restitution in addition to the thing stolen
đơđũk,702,49,1,"to describe the noise of guns going off, of many cars, of heart beating fast"
đơđũk-đơđăk,703,19,1,intensive of đơđũk
"đơl, abĕn đơl",704,16,1,short skirt
đơng,705,7,1,shallow/sugar
đỡk,706,14,1,bran
đỡm,707,41,1,to remain drunk for a long time
đỡng,708,1,1,from
đỡp,709,24,1,to cover with lid
đỡr,710,13,1,"to stamp on, push with feet"
đuăn,711,25,1,conical hat
đuh,712,2,1,to be pussy
đak đuh,713,3,1,pus
đum,714,14,1,ripe
đunh,715,0,1,long time
đunh-đang,716,26,1,emphatic of đunh
đunh-đơn,717,26,1,emphatic of đunh
đuơng-đuang,718,8,1,many people gathered around
đŭl,719,34,1,the kick of a gun
đŭt,720,37,1,of a basket to be broken
e,721,26,1,2nd person singular familiar
ei,722,26,1,there that usually to something not in sight but something that has been mentioned
et,723,46,1,"to suck in, to drink, to smoke; in Kontum used for drinking water, in others only for drinking wine"
ĕch,724,30,1,plant that edible seed and leaves the seed pops
"ê, ưh kơ",725,0,1,"unaware, unprepared "
êh,726,27,1,expression of disdain
ễ,727,7,1,final particle
ễ ễ ễ păk-kê,728,45,1,the sound of the gecko call
ga,729,10,1,to prevent
gah,730,7,1,"side, as for, in some cases, may be a paragraph marker"
gai,731,20,1,to invite each other to drink wine
gan,732,31,1,"not so much, not really"
ưh kơ gan,733,1,1,not quite
gao,734,14,1,coconut
gap,735,33,1,to make a grass wall to fix a worn place in wall
gar,736,9,1,jealous
gat,737,18,1,to measure piece of land; to level off with stick; to make a mark; to ostracize
găm,738,7,1,black
găn,739,10,1,to prevent
găng,740,29,1,"to shiver, be afraid"
găr,741,30,1,"seed: classifier used for fish, for children "
găt,742,12,1,"of baby not to cry, be contented "
ge,743,14,1,wine jar (general term)
geh,744,7,1,see gah
gei,745,19,1,"strong, long lasting"
get,746,23,1,gourd or bottle used to put water in
gĕr,747,7,1,see găr
gia,748,15,1,a tall grass used to make roofs
"gia, pơtih gia",749,7,1,for example
giang,750,42,1,to herd
giăm,751,0,1,"nearly finished, nearly"
giĕng,752,2,1,"taboo, prohibited"
năr giĕng,753,4,1,Sunday
măng giĕng,754,4,1,week
giot gơgiot,755,5,1,the hop of a rabbit
giơng,756,0,1,bed
giỡ,757,20,1,to weave gia as in roof
gǐl-gŭl,758,32,1,"to wiggle, wobble--a tooth, tree"
gǐt,759,20,1,"to be  valuable, precious, need"
glai,760,16,1,width of a river
glaih,761,35,1,nearby thunder
glaǐ,762,8,1," wrong, mistaken, misfortune "
glang,763,37,1,chain
glăk glăk,764,29,1,to designate heavy laughing
gle,765,30,1,type of vine from which fish poison is made
gleh,766,41,1,"to be tired, worn out"
gleh-glan,767,14,1,intensive of gleh
glĕch,768,28,1,"to turn, to turn on, to twist "
glĕch-glŏch,769,28,1,to force one's head to the side
glip,770,31,1,to become dark gradually
glǐp,771,31,1,to become dark suddenly
glơh,772,0,1,afternoon
glơi,773,36,1,to swim
glỡk,774,36,1,to drown
glỡm,775,13,1,to make to fall down
glung,776,6,1,river
go,777,18,1,of a spring to lose its flexibility
go kơdŭ,778,8,1,hunch back
goh,779,39,1,"clean, empty, all gone "
gop,780,22,1,to gather and give to someone
gŏ,781,6,1,"pot, kettle "
gŏ klăn,782,6,1,quicksand
gŏk,783,2,1,to wait
gŏn-kơdŭ gŏn,784,17,1,hunchback
gŏp,785,17,1,ring-type earrings
"gŏu, gâu",786,33,1,back side of knife blade
gô,787,2,1,"wait, also used for future "
gông,788,32,1,trap that works by trigger which trap drops on animal
gôp,789,7,1,the decorations on top of a tomb
gogleh-goglǐn,790,41,1,to be very tired
"gơgỡl, kon gơgowxl",791,3,1,oldest child
gogrôk-gơgrak,792,44,1,"noise of river running, of stomach rolling, rumbling"
gơgŭ,793,36,1,"to shake, jerk"
gơgŭnh,794,32,1,"to waddle as a fat person, wiggle like a caterpillar"
gơh,795,11,1,to be able to
"gơhlŏu, gơhlâu",796,40,1,"an imaginary object that lives  in trees, has good smell"
gohluỡk,797,26,1,to describe person's eyes that are not quite right in some way
gơhô,798,8,1,glutton
gơhơng,799,39,1,amber colored
gơhrĕt,800,13,1,"to pull, to tie well"
gơih,801,2,1,to send (letters only)
gơlang,802,17,1,gable
gơlăn,803,26,1,to describe a person with big eyes looking intently at something
gơlăr,804,15,1,type of cane used in building
gơlăr Bahnar Gơlăr,805,30,1,"the Bahnar who lives around the Kơdơ rice-growing 10 to 15 kilometers east of Pleiku 8-10,000 people"
gơling,806,7,1,to describe the banking of a plane
gơlon,807,26,1,to describe a person with small eyes looking intently at something
gơlor-gơle,808,12,1,to stamp on in anger
gơlŏng,809,24,1,to clean by shaking water inside
gơlỡ,810,10,1,to push to do quickly
gơlỡp,811,37,1,to be buried already
golŭng-gơlăng,812,2,1,chasing one another not watching where going
golŭng-gơle,813,11,1,striding along
gơnam,814,12,1,to threaten
"gơnăl, kơnăl",815,9,1,"to recognize, know"
gơnăp,816,33,1,"the binding, that which holds something together"
gơneng,817,3,1,bookcase or related objects
gơnêh-gơnêh gơnơm,818,20,1,"to depend on, trust in"
gơning,819,10,1,to lean on or against
gơnơm,820,20,1,"to depend on, trust"
gơnỡ,821,22,1,to want to do something one can't
gơnuang,822,33,1,to make a circle of wire
gơnŭk,823,6,1,a large pile
gơp,824,21,1,shelter underneath rock tree
hơgơp,825,7,1,cave
gơsỡm-hla gơsỡm,826,30,1,an edible leaf (plant)
gơwang,827,23,1,type of expensive wine jar
gơwŏk,828,13,1,"to be hooked, pick with a hook"
long gơwŏk,829,17,1,a hook
gơwôh,830,21,1,buck teeth
gỡ,831,38,1,to break something made of wood metal glass
gỡng,832,25,1,measurer for small stick-like objects
gỡng ga,833,33,1,four-poled device to tie carabao to for sacrifice
gỡt,834,34,1," to brake, to prevent, control oneself "
"grach, yă grach",835,3,1,cricket
"grah, grah luăn 'năr",836,40,1,solar eclipse (grah is probably some animal eating the sun)
"grak, grak-kơgrak",837,49,1,the noise of a person snoring
gram,838,46,1,"to keep house, body clean"
grang,839,15,1,a basket used to catch fish
gră,840,30,1,"big seeds, big seed-shaped things"
grăt,841,27,1,"to be silent, a quiet person"
gre,842,16,1,vehicle
grĕng,843,17,1,eye teeth
grĕng-nĕng,844,7,1,small bell
grĕnh,845,26,1,to growl
grê,846,17,1,"leaning tree, house"
grik,847,49,1,sound of growl
gring,848,45,1,fierce noisy leap of the tiger at prey
groi,849,7,1,hill
grong,850,34,1,to beat gongs and march around something
grŏl,851,37,1,to roll
grôi,852,5,1,"mane of horse, pig"
groih-gogroih,853,44,1,noise of pulling something small on ground
grôih-gogrôih,854,44,1,noise of pulling something large on ground
"grôk, grôk",855,49,1,noise of stomach rumbling
grỡ,856,5,1,vulture
grỡ ă,857,5,1,a large vulture
grỡm,858,35,1,thunder from distance
gruih,859,10,1,to stand up quickly
grŭn,860,18,1,to strain when carrying something on back
grŭp,861,4,1,group
gueo,862,31,1,"very dark, unable to understand"
"guêng, jỡng guêng",863,6,1,bowlegged
gur,864,16,1,split ends of hair
gŭi,865,30,1,edible yellow fruit that grows on vines that climb trees
gŭk,866,37,1,to pile up
gŭm,867,1,1,to help
gŭt,868,18,1,to bend
ha,869,36,1,to open mouth
hach,870,24,1,"to dissolve, melt, disintegrate "
hah,871,0,1,huh?
hai,872,16,1,graduated shape
"hai, đak hai",873,48,1,saliva
hal,874,0,1,"happy, thrilled"
han,875,16,1,sharp edged
hang,876,38,1,sting from salt on cut
hang nuih,877,31,1,distressed
hanh,878,20,1,to desire
hao,879,13,1,"to climb, ride"
har,880,31,1,bitter
hă,881,7,1,huh? question particle
hăk,882,41,1,to vomit
hăl,883,41,1,"to be tired of, bored"
"hăm, hỡm",884,7,1,question marker preceding verb
hăm,885,1,1,"with, and "
hăp,886,26,1,3rd person singular (in some dialects it is the familiar form)
hăt,887,10,1,"to be in a hurry, be busy at"
hăt-hot,888,26,1,emphatic of hăt
he,889,34,1,"expression used when handing something to someone, ""here"" "
hei,890,31,1,any time during the day before the present moment
hei hơhei,891,0,1,very much earlier
măng hei,892,0,1,last night
hek,893,18,1,to tear
hek-hok,894,3,1,emphatic form of hek
hen,895,34,1,to stand on tip-toes to pull in stomach
"hĕ, hĕ",896,42,1,"words used to call cows, carabaos"
hêt-hêt,897,29,1,"to breathe heavily, to be out of breath "
hi,898,8,1,final particle marking emphasis
hiam,899,40,1,type of tree the bark of which is used to kill fish
hiang,900,48,1,"pick all over, weak, failing health; pale"
hiap,901,12,1,to curse
hiă,902,21,1,"spare (as tire, food)"
hiĕm,903,20,1,to feed
hiĕn,904,41,1,to cough
hiĕt,905,13,1,to cut oneself
hih,906,7,1,huh? question particle
hil,907,12,1,to be angry
hin,908,14,1,very poor
hiom,909,41,1,to feel the chills
hiong,910,10,1,"to lose something, to be lost"
hiot,911,13,1,to pull
"hiŏu, hiâu",912,10,1,to walk fast
hiôk,913,0,1,"happy, pleasant"
hiôk-hian,914,26,1,"quiet, peaceful"
hiơ,915,16,1,spinning wheel
hiơ-hiă,916,46,1,hunger pangs
hiơt,917,2,1,to forget
hiỡ,918,41,1,to spend a long time at because enjoying it
hiỡr,919,12,1,"to be thrilled, really desire something "
hip,920,16,1,suitcase-type box
hium,921,37,1,to gather together
hiŭ,922,10,1,to go down gradually
hiŭ-hiŭ,923,6,1,springy
hiu-hiŭ,924,28,1,to fall gradually
hiưp,925,31,1,twilight; to fall asleep
hǐ,926,26,1,post-verb particle meaning or function of which not been determined
hla,927,6,1,leaf
hla bơar,928,6,1,paper
hlach,929,38,1,"to cut with a very sharp knife as rubber, skin, gums"
hlak,930,21,1,classifier for paper money
hlang,931,40,1,type of fish
"hlang, hlăng",932,30,1,type of small bee that lives in tree and produces edible honey
hlanh,933,1,1,unable to do
hlao,934,41,1,to become sick of
hlăk,935,34,1,"to be caught, stuck, not able to pull out"
hlăng,936,19,1,clear in reference to water glass
hlăr,937,27,1,to look at a person with a fearful expression
hle,938,4,1,new
hler,939,48,1,to describe something cold
hlĕch,940,40,1,type of fish
hlĕl,941,4,1,"a little, just one"
hlêl,942,0,1,full and running over
hlêl-hlal,943,0,1,many things being full
hlêp-hlap,944,38,1,to cut into big slices
hlêp-hlêp,945,38,1,to cut into big slices
hli,946,27,1,to be afraid
hli-hlơt,947,39,1,emphatic form of hli
hling,948,24,1,to pour into a cup
hlǐch,949,7,1,strange
hlǐch-hlăch,950,26,1,emphatic form of hlǐch
hloch,951,13,1,to pull out sword from sheath
hloh,952,11,1,"to be gone already, go farther than"
hloi,953,31,1,"immediately, completely"
hlom,954,0,1,to be hidden
hlong,955,6,1,similar to hloi
hlot,956,11,1,to be sold
đing hlot,957,33,1,instrument used carry thread in weaving
"hlŏt, 'ba hlŏt",958,23,1,type of rice
"hlŏu, hlâu",959,11,1,to point
hlôh,960,16,1,hole in paper
hlôi,961,10,1,to reach and pass to signify action completed
hlôm,962,36,1,to blow a musical instrument
hlơk,963,13,1,to turn pages of book
hlơp,964,37,1,to be hidden
hlỡk,965,0,1,to sleep very heavily
hlỡm,966,41,1,to faint
hlum,967,29,1,to be hidden
hlŭn,968,0,1,to sink in as earth to be very dented
hlŭt,969,25,1,very soft muddy hole
hmach,970,20,1,to want something you could have had but can't have now
hmaǐ,971,9,1,"there, I told you so?"
hmar,972,42,1,trap that has door for animals to enter but then shuts them in
"hmar, apo hmar",973,2,1,a dream that is fulfilled
hmă,974,20,1,the customary
hmăng,975,20,1,"to wish for, hope for, wait for"
hmêh,976,22,1,to have desire to do
hmêu-hmao-mao,977,9,1,many people
hmoi,978,29,1,"to cry, weep, mourn"
hmok,979,40,1,"bark of tree, banana stalk"
hmôch,980,3,1,ant
hmơt,981,46,1,"strong desire, to have appetite for"
hmơhmơt,982,46,1,to have craving for
hmrang,983,1,1,to be equal in size
hmrunh,984,26,1,two people or animals sleeping together
hmrunh-hmranh,985,0,1,many of two sleeping together
hnam,986,1,1,"house, home, building"
hnăt,987,19,1,leak in roof
hnơr,988,4,1,generation
hnỡk-hnônh-mônh,989,27,1,to describe many people lying down
hnỡk-hnăk,990,27,1,to describe many people dying
hngach,991,19,1,light rain that continues for a long time-hours or days
hngam,992,4,1,simple form of eight
hngăm,993,14,1,"heavy, many"
hngĕl-hngal-mal,994,45,1,to describe many large heads lying on ground
hngĕl-hngônh-mônh,995,45,1,many small heads of dead animals lying on ground e.g. fish chicken
hngễ,996,0,1,"slowly, late"
hngok-hngônh-mônh,997,2,1,many people together working or playing
hngơr,998,36,1,to snore
hnhăng,999,8,1,"come here, come quickly "
hnhǐt,1000,12,1,to forget (a descriptive word rather than a main verb)
hnhoi,1001,2,1,"to look at continually, to look at and follow"
hnhong-hnhônh-mônh,1002,0,1,everybody looking at something
hnhŏk-hnhônh-mônh,1003,27,1,many people sitting around sad thinking of someone sick
hnhơnnhăp-hnhônh-mônh,1004,2,1,many people doing something together
hnhăp-hnhônh-mônh,1005,2,1,same as above (many people doing something together)
hnhohnhễ,1006,44,1,"to describe water leaking out, tears flowing "
ho,1007,9,1,polite imperative particle
hoch,1008,36,1,"to pull out, take out; of water to take something away"
hoh,1009,0,1,"nothing, only"
hoh-hoy,1010,0,1,nothing
hon,1011,46,1,"to grow fast--plants,hair, but not people "
hong,1012,38,1,"to be chipped of knife, plate"
hor,1013,33,1,to drag on ground
hŏ,1014,9,1,polite imperative particle
hŏnh,1015,24,1,to be wrinkled with age
"hŏu, hâu",1016,23,1,unhusked rice mixed in with husked rice
hôn,1017,8,1,to be amazed
hỗ lah,1018,27,1,"""Oh what a pity"""
hơbal,1019,8,1,"quickly, fast"
hơbĕch,1020,8,1,"fast, quickly "
hơbo,1021,40,1,bamboo that is dead
hơbong,1022,16,1,ditch
hơbŏ,1023,25,1,to look like shape
bơngai hơbŏ,1024,9,1,"handsome, beautiful"
"hơbŏu, hơbâu, rơbŏu",1025,4,1,thousand
hơbôn,1026,19,1,soft and springy
hơbông,1027,25,1,drift wood
hobỡ,1028,12,1,to feel for something
hơbỡt,1029,13,1,to hit hard with force
hơbỡt-hơbăt,1030,0,1,continually
"hơbung, brai hơbung",1031,35,1,black thread
hơbŭt,1032,44,1,of wind to blow hard
hơ'bīu,1033,44,1,to describe swelling from sting
hơ'biu-hơ'bau,1034,3,1,emphatic form of hơ'bīu
hơ'blô,1035,49,1,"pale, weak-looking in face"
hơ'blông,1036,48,1,a sickness with sores all over the body
hơ'bo,1037,30,1,corn (maize)
hơ'bỡl,1038,48,1,thick; of a fever to be high
hochĕk-hơchăk,1039,17,1,to describe many small footprints
hơchĕm,1040,38,1,easily breakable wood
hơchỡk-hơchăk-măk,1041,17,1,to describe many large footprints
hochŭ,1042,32,1,two people bucking each other with head
hơdah,1043,31,1,to be light sunshine light from fire lamp
hơdai,1044,1,1,together
hơdang,1045,15,1,shrimp
Hơdang,1046,7,1,the Sedang
hơde,1047,15,1,a type of bamboo
hơdoi,1048,1,1,together
hodỡr,1049,41,1,to be sober
hơdrai,1050,6,1,small branches
hơdraǐ,1051,29,1,"wail, cry, call loud in anger"
hơdrang,1052,3,1,nest
hơdrap,1053,41,1,to have a cold
hơdră,1054,0,1,specific time
hơdrăl,1055,41,1,to be sober from drinking
hodrĕ,1056,26,1,an evil spirit
hơdring,1057,15,1,bamboo strip grass used for stringing fish
hơdroch,1058,30,1,an edible leaf with a very good taste
hơdrol,1059,1,1,"before, first"
hơdrŏ,1060,23,1,early rice
hơdrŏng,1061,15,1,leaf that is used to make brooms
hodrô,1062,14,1,wine
hơdrông,1063,5,1,caterpillar worm
hơdrỡm,1064,15,1,bamboo water system
hơdrỡp,1065,5,1,a net bird trap
"hơdruch, oh hơdruch",1066,3,1,youngest in family
hodruih,1067,21,1,broom
hơđah,1068,28,1,jump
hơđang,1069,18,1,of wood to split earth to crack
hơđỡng,1070,20,1,"to depend upon, to be dependable, trustworthy"
hơgăt,1071,6,1,cubit (a linear measure from elbow to the end of middle finger)
hơgei,1072,9,1,"clever, intelligent, capable"
hơgop,1073,1,1,together
chỗ hơgop,1074,13,1,to tie together
"hơgŏu, hơgâu",1075,42,1,to be unsuccessful in hunting animals
hơgơng,1076,16,1,bridge
hơgỡm,1077,16,1,woven headband
hơgỡng-ga,1078,21,1,sacrifice pole
hơgỡp,1079,7,1,cave
hơguăl,1080,35,1,hair bun
hơnĕch-hơhoch,1081,38,1,to be ground chopped very small
hohiĕng,1082,25,1,of knife to look very sharp
hơhôch,1083,28,1,to whistle
hơhôt,1084,25,1,of a tube to be clear no obstructions
hơhơch,1085,11,1,to make a mistake
hơhrah,1086,12,1,"to be offended by, not want"
hơhrin,1087,18,1,to pinch hard
hơhrŭk-hrăk,1088,44,1,noise of guns going off or someone pounding on another's back
hơi,1089,14,1,"of little value, not so important, to have lost flavor "
hơi-hơi,1090,0,1,not very important
hơia,1091,30,1,"red, sour tree fruit "
hơiă,1092,0,1,happy
hơiĕ,1093,3,1,"many small pieces, children "
hơioh,1094,3,1,"child, children"
hơiơch,1095,42,1,to bear a child
hơiơl,1096,15,1,type of bamboo
hơǐng,1097,27,1,to not be afraid
hơjong,1098,0,1,to be almost gone
hơjỡm,1099,21,1,to work with metals
bơngai hơjỡm,1100,21,1,blacksmith
hơk-hơk,1101,2,1,"to miss, be lonesome for"
hơkĕ,1102,35,1,"thin, weak "
"hơkop, prit hơkop",1103,15,1,two bananas growing fastened together
hơkôih,1104,38,1,to smooth wood by shaving
hơla,1105,20,1,to give a gift
"hơlang, prit hơlang",1106,15,1,long yellow bananas
hơlăng,1107,20,1,to be generous
hơleh,1108,32,1,of fruit to fall to the ground of the sky to fall down
hơlen,1109,10,1,to keep on
hơlĕ,1110,8,1,"maybe this, maybe that"
hơlĕch,1111,1,1,east
holĕnh,1112,12,1,"to lie, be untruthful"
hơlêm,1113,2,1,to ask for pardon
hơli,1114,36,1,to feel over with hand
hơliang,1115,34,1,"to jump, fly in a dream"
hơlik-hơlik,1116,11,1,"to have to do over and over, say over and over"
hơloh,1117,0,1,immediately
hơlom,1118,23,1,perfect rice grains
holŏl,1119,6,1,filled by one thing
hơlŏng,1120,48,1,throat
holŏu,1121,5,1,classifier for elephants
hơlôk,1122,6,1,a large pile
hơlơp,1123,39,1,pale
hơlỡ,1124,1,1,therefore
holỡk,1125,10,1,"to change, to turn over, to do the wrong or opposite way"
hơluet,1126,43,1,to lick one when eating
holŭk,1127,28,1,"to turn over, a vehicle turning over"
holŭl,1128,6,1,buried almost completely
holŭng,1129,33,1,"of a bridge, earth to fall in a hole that is dug"
hơ'lỡng,1130,4,1,many each one being beautiful or good
hơ'lỡp,1131,3,1,"child, children"
hơmăt,1132,7,1,before the face of
hơmet,1133,47,1,to prepare to put away
hơmŏ,1134,2,1,to think it will be right what one wants
hơmŏl,1135,19,1,large chunk of firewood
hơmơng,1136,15,1,roundworm
hơmơt,1137,27,1,"dangerous, to be feared the most"
hơmỡl,1138,39,1,clouds
hơmren,1139,36,1,"of arm, leg to sleep"
hơmŭk,1140,5,1,classifier for a set of gongs of the same type
hơmŭl,1141,4,1,"money in 50, 100, or 500 piastre bills -  many of one kind"
hơ'măng,1142,1,1,again
hơ'mơt,1143,43,1,to catch fish with
hơnao,1144,15,1,bamboo knife
hơnǐl,1145,0,1,in good condition
hơnong,1146,25,1,straw
hơnỡng,1147,11,1,"balanced, equal, to remain the same"
hơnỡng -hơnong,1148,14,1,intensive form of hơnỡng
hơnuh,1149,30,1,the large husks of rice
hơ'năk,1150,17,1,"to cock gun, crossbow"
hơ'nỡk,1151,46,1,"to cough up food, cough when eating"
ho'nỡr,1152,41,1,to wake up
hơnganh,1153,40,1,a poisonous shrub or vine like poison ivy
hơngăm,1154,31,1,of fire to go down almost go out
hơngễ,1155,0,1,late
hongiĕng,1156,17,1,shoulder
hơngo,1157,6,1,pine
hơngŏ,1158,35,1,of swelling to recede
hơnguang,1159,42,1,to hunt animals
hơnguỡk,1160,17,1,hook lasso
hơ'nger,1161,23,1,to cook on coals
hơ'ngĕl,1162,11,1,to do over and over
ho'nguir,1163,29,1,"to not be able to stand up because of fall, sickness"
honhă,1164,33,1,a fish net that is pulled up by cord
hơnhăm,1165,20,1,to scorn
hơnhek,1166,41,1,"to be sweaty, dirty and tired"
hơnhĕr,1167,27,1,"to describe child who has been crying, is sad"
hơnhik,1168,10,1,to work hard and long
honhǐr-honhăr,1169,48,1,very sweaty
hơnhok,1170,25,1,"tobacco ashes, ashes flying from fire"
hơnhŏ,1171,20,1,to be worthy
kơ hơnhŏ,1172,4,1,unworthy
hơnhơr,1173,28,1,to squint at
hơnhuăl,1174,15,1,type of fish net
hơ'nhah,1175,34,1,"to jump up quickly, to stop one doing something"
hơ'nhit-hơ'nhat,1176,36,1,to feel sticky
hơ'nhre,1177,21,1,to prune a tree
hơ'nhuih,1178,24,1,to be wet
hơô,1179,34,1,to raise arm holding something ready to hit someone or something
hơpaih,1180,6,1,small firewood
hơpĕch,1181,24,1,"to rub off dirt, wash off"
hơpoih,1182,38,1,"a torch, something used to set fire like dry bamboo"
hơpok,1183,32,1,the flesh on either side of the backbone
hơpong,1184,27,1,"to visit, in some dialect especially to visit when someone has died"
hơpuih,1185,18,1,to sweep
hơra,1186,30,1,a fruit like the apple or fig
hơret,1187,13,1,to tie hard
hơrêng,1188,28,1,to be leaning over almost falling
hơri,1189,12,1,"to sing, chant"
horŏng,1190,1,1,"behind, after"
hơrỡng,1191,30,1,a type of worm that eats rice plants
"hơrỡng, hrỡng",1192,49,1,"a very loud noise, to be noisy"
horỡt,1193,34,1,to pull with a jerk
hơtach,1194,9,1,friendly
hơtai,1195,0,1,"at that time, when"
"hơtang, prit hơtang",1196,30,1,long fat type of banana
hơtat,1197,18,1,to land hard on the ground
hơtă,1198,22,1,"instruct, command, request one to do something, buy something for someone"
hơtăng,1199,3,1,thin--in reference to material objects but not people
hơtŏng,1200,15,1,stem of fruit handle of pot
hơtỡp,1201,33,1,to pound hole into ground
hơtŭk,1202,23,1,to cook potatoes or corn
hotŭn,1203,11,1,to come together
hơtŭt,1204,18,1,to bump into
hơtŭt-hơtat,1205,19,1,intensive of hơtŭt
howĕng,1206,27,1,"bad-mannered, bad-tempered, mean--male only"
howŏng,1207,14,1,"barren, not being able to have children"
hơwơi,1208,29,1,to feel for something in the dark--farther out
hơwỡ,1209,29,1,to feel for something in the dark--nearer
hơwỡl,1210,1,1,to be confused
hơwỡt,1211,13,1,to swing arm back and forth
hơyok,1212,6,1,ashes (restricted to paper light material)
hoyŏu,1213,30,1,small wild fruit that grows on trees
hơyuh,1214,22,1,"to want, lust for, desire"
"hơyuh, ayuh",1215,19,1,"steam, air"
hơyui,1216,26,1,to describe someone whose hair is all matted because he never washes it
hơyŭi,1217,35,1,almost invisible or out of sight
hơyŭl,1218,14,1,a bunch of fruit
hỡ,1219,23,1,of food to be peppery
hỡk,1220,46,1,to not want to eat because of odor
hỡm,1221,7,1,question marker
hỡt,1222,14,1,tobacco
hrai,1223,7,1,maggots
hraih,1224,34,1,a full swing of the arms as in falling or knock to someone down
hraihdang,1225,28,1,to fall and land on small of back
hram,1226,24,1,to leak out a little
hrang,1227,32,1,to throw a spear
hrao,1228,41,1,good healthy body/to wash rice
hrat,1229,31,1,"tired, hard, difficult"
hră,1230,17,1,crossbow
hrăk,1231,33,1,"to mend, sew with string cord"
hrăp,1232,31,1,"enough, too much"
hrăt,1233,8,1,"narrow, tight crowded"
hre,1234,3,1,rattan
"hre, 'bih hre",1235,5,1,a kind of snake the size of rattan
hreh,1236,29,1,to be quiet
"hrek, hiĕn hrek",1237,29,1,to cough all the time
hrep,1238,38,1,to twist off fruit with forked stick
hrĕng,1239,4,1,hundred
hrĕp,1240,0,1,to be hidden well
"hri, yang hri",1241,30,1,the spirit that makes rice grow
hring,1242,33,1,to string fish on a line
hrip,1243,8,1,"to suck, magnetism"
hrok,1244,15,1,small conical fish trap
hrot,1245,18,1,to pull out from hair
hrơ,1246,35,1,of swelling to recede
hrơih,1247,2,1,to be careful
hrỡ,1248,19,1,of water to seep away dry up go down
hrỡp,1249,43,1,"of birds to alight on a tree, perch"
hrŭ,1250,47,1,to pay damages
hrŭch,1251,13,1,"to pull on, to break"
hrŭk,1252,47,1,to put on clothes
hrŭl,1253,2,1,"to be absent from home, school"
"hrŭt, lôch hrŭt",1254,41,1,after sickness when feeling almost well to have a bath and then get sick and die
hu,1255,7,1,silver
hua,1256,5,1,medium-sized monkey--male is black female white
huach,1257,31,1,to gradually become less
huai,1258,20,1,"to redeem, to return something precious"
huan,1259,25,1,"tendons, veins"
huang,1260,2,1,to go somewhere for fun
chă huang,1261,2,1,to go somewhere for fun
huay,1262,29,1,"used with a verb it has a negative effect, used alone it means ""never mind"", ""no problem"""
huay-huai,1263,31,1,"""but nothing happened"" (although we thought something would)"
huăr,1264,5,1,earthworm
huch,1265,46,1,"to drink (juices, coffee) "
hue,1266,28,1,"to look back, turn head around"
hueh,1267,18,1,to break wood
hueng,1268,40,1,"type of snake, worm that lives in water and can burrow easily"
huet,1269,43,1,to lick fingers
"hui hai, yă hui hai",1270,3,1,"name of imaginary people, amazons"
hul-hal,1271,31,1,restless
hul-hang,1272,41,1,to be hot and very sweaty sultry
hum,1273,24,1,to bathe
huŏk,1274,14,1,mango
huŏng,1275,28,1,to fall from a height
huơ-huĕl,1276,32,1,a curly lock of hair
huỡr,1277,28,1,"to go around as whirlpool, whirlwind; to whirl"
hŭi,1278,4,1,a few
hŭng,1279,5,1,bay (horse)
hŭt,1280,36,1,to throw away
hư,1281,11,1,to be broken
hưch,1282,12,1,to love in a physical sense to desire strongly
iaih,1283,15,1,bird trap made by putting a sticky substance on branches
iam,1284,32,1,of flies to land on something
ia-um,1285,45,1,sound of roar of tiger
iă,1286,15,1,fibrous part of sugarcane
iăl,1287,4,1,"much, many "
iep,1288,36,1,"to suck as leech, to suck on straw"
iĕ,1289,7,1,"little, small"
iĕ-ioch,1290,7,1,tiny
iĕl,1291,8,1,"huh?, emphasis"
iĕm,1292,9,1,2nd person plural
iĕr,1293,3,1,chicken
iêl,1294,35,1,smooth
ih,1295,9,1,2nd person singular formal
iing-iông,1296,40,1,large type of mosquito
iir-iur,1297,18,1,to describe loose-fitting trousers
ioi,1298,33,1,"classifier for rope, for sets of gongs"
