name,id,group,size,node_name
iŏk,1299,20,1,"to take, get"
"iôp, sa iôp",1300,46,1,to eat licking one's fingers noisily
iôr,1301,26,1,"weak (person), small in size"
iôt,1302,37,1,to spring down as branch
iung,1303,10,1,"to get up, to stand up"
ǐ,1304,1,1,yes
ǐ ah,1305,1,1,yes
ǐch,1306,20,1,excrement person
ǐnh,1307,26,1,1st person singular
pơdrŏng ǐt-ing,1308,20,1,to be very rich
kơmrơng ǐt-ing,1309,6,1,deep forest
"ja, bơmŏu ja",1310,39,1,white mushroom
jaǐ,1311,31,1,to have increased much from a very small beginning
jak,1312,21,1,small back basket
jal,1313,15,1,conical fish net that is thrown into the water
jang,1314,11,1,to work
jao,1315,22,1,"to commit to, hand over to"
jat,1316,6,1,intensifier
jă,1317,5,1,small hut used to hide in while hunting
jăk,1318,12,1,"to escape, flee, go away"
jăm,1319,2,1,to fool
jăng,1320,29,1,"bodily movement strong, active"
jăr,1321,25,1,pitch of tree
jeh,1322,21,1,"to pick out a sliver, thorn"
jei,1323,2,1,to be victorious win
jet,1324,20,1,to ask
jêr-tơjêr,1325,25,1,to describe flat-surfaced object in flight
jêu,1326,24,1,of leaves to become firm again after being brittle
jễ,1327,1,1,near nearly
jih,1328,16,1,edge
jing,1329,5,1,to become
jǐ,1330,41,1,"to be sick, pain"
jǐl,1331,32,1,to butt with the horns
jǐl chỗ,1332,36,1,to be stiff-fingered
jǐt,1333,4,1,ten
bar jǐt,1334,1,1,twenty
jo,1335,28,1,paralyzed
joh,1336,43,1,of a snake to bite
jon,1337,18,1,under part of knee joint
"jong, sem jong",1338,5,1,type of parrot
jor,1339,45,1,person or animal that has been wounded and so is very ferocious and invulnerable
pă jor,1340,1,1,certainly
jŏ,1341,17,1,a quiver
jŏk,1342,28,1,of hoe to have too narrow of an angle
jŏng,1343,32,1,the standing up of a snake
"jŏu, jâu",1344,2,1,to accuse
"jŏu, jâu, yă jŏu",1345,26,1,praying mantis
jô,1346,14,1,of plants to wither
"jông-jôt, bơmŏu jông-jôt",1347,48,1,"type of toadstool, very smelly"
jôr,1348,24,1,to pour wine into a bottle
jỗ,1349,4,1,to count
jơ,1350,2,1,"hour/watch, clock"
jơ-rơ-rơ,1351,32,1,big or old person falling and rolling
jơh,1352,0,1,if (in some places not used any more)
jơh-wĕl,1353,17,1,of kite or bird to go up and down all over the place
jơhên,1354,6,1,"large, wide "
jơhngir,1355,21,1,a rake
"jơhngơi, hiĕk jơhngơi",1356,36,1,to laugh hard
jơhngỡm,1357,26,1,"chest, figuratively equates with heart in figurative sense in English "
jơjễ,1358,1,1,quite near
jơjŏk,1359,22,1,"to sputter, to spout off to someone about another person"
jơjueng,1360,39,1,"very black, dirty black "
jơk,1361,39,1,"green, blue"
jơla,1362,7,1,thorn
jơlĕ,1363,8,1,"to be like, look like "
jơlŏng,1364,32,1,stick used to pull dog with rope on both sides so that animal can't bite the one pulling
jơlông,1365,23,1,type of wine jar of great value
jơlŭt,1366,34,1,to do forcefully to force to do
jơlư,1367,9,1,bravely
jơlư-jơla,1368,22,1,to do what one wants to do but with no purpose
jơma,1369,6,1,porcupine
jơmaih-sơke jơmir,1370,40,1,large wild boar
jơmăng,1371,39,1,dark skin
"jơmir, kơting jơmir",1372,21,1,ribs
jơmlo,1373,32,1,of a young person to hold pipe between teeth
jơmlô,1374,32,1,of an old person to hold pipe between teeth
jơmo,1375,42,1,to be successful in hunting animals
jơmrang,1376,5,1,comb of rooster
jơmul,1377,38,1,to plant rice using dibble stick to make holes
jơnap,1378,14,1,"plenty, well provided for"
jơnap-jơnoi,1379,14,1,intensive of jơnap
jơnǐt,1380,25,1,shavings grass straw used for plugging hole
jơnoi,1381,20,1,to live long
jơnôr,1382,14,1,wine in bottle
jơnỗ,1383,4,1,things counted out
jơnỡn,1384,20,1,to be old to have lived at one place for a long time
jơnum,1385,4,1,the total of
jơngong,1386,42,1,to hold something between teeth as bird or dog does
jơprê,1387,19,1,water spreading out after it comes out small pipe
jơwa,1388,49,1,"noise, sound"
jỡl,1389,20,1,to be in need
jỡng,1390,16,1,leg
jỡp,1391,0,1,all over everywhere
Jrai,1392,3,1,Jarai---the large ethnic minority which lives near the Bahnar and shares to some extent culture and language features
"Jrai Bahnar, kon Jrai Bahnar",1393,3,1,the Jarai and Bahnar collectively the Montagnard
jrang,1394,30,1,lechee-like fruit
jră,1395,12,1,to prevent from going by word of mouth; to accuse someone else for something you did
jrăng,1396,4,1,house posts
jrĕnh,1397,19,1,wax
ŭnh jrĕnh,1398,35,1,candle
jrĕo,1399,12,1,to yell
jri,1400,3,1,banyan tree
jro,1401,18,1,to sprinkle
jroh,1402,7,1,swift
jrŏl,1403,3,1,pheasant
"jrŏng, jỡng jrŏng",1404,28,1,knock-kneed
jrŏu,1405,23,1,to make stew to mix up food
jrỡp,1406,38,1,to pound husked rice in order to polish it
jruh,1407,32,1,of to things descend (in the air only)
jrŭ,1408,6,1,deep
jrŭm,1409,16,1,needle
jua,1410,0,1,"nobody there, nothing there "
jua-juônh,1411,14,1,intensive form of jua
"juă, juỡ",1412,11,1,"to step on, stamp on"
juăt,1413,2,1,"in the habit of, accustomed, customarily "
"khôi juăt, tơdrong juăt",1414,20,1,"customs, laws"
juei,1415,15,1,large type of deer
"jum, jum dăr",1416,7,1,all around something
juơ,1417,17,1,a saw
juỡ,1418,11,1,"to step on, stamp on"
jur,1419,28,1,"to go down, descend"
jŭ,1420,3,1,black (of dogs only)
jŭk,1421,17,1,octopus; trigger wire
jol-‘jol,1422,32,1,to describe appearance of someone hopping on one leg
"""jơ'jih",1423,45,1,"the drooling of an epileptic, dying animal"
"""jơ'jih-'jơ'jah",1424,4,1,"intensive of  ""jơ'jih"
"""jrang, jrang, kla 'jrang",1425,3,1,leopard
"""jreng",1426,29,1,to yell for help (the noise of the yell)
"""jrŭk-'jrăk-măk",1427,48,1,the noise of many people pounding rice
"""jue",1428,1,1,"completely, the same "
"""juỡh",1429,0,1,"to be empty, to empty"
ka,1430,5,1,fish
kah,1431,11,1,to have done already
kah-kai,1432,2,1,to have studied a short time but know well already
kai,1433,9,1,"to be overseer, chief "
kai (ning nai kai ning mônh),1434,27,1,whether this morpheme any meaning of own or used as rhyme in this phrase meaning future
kal,1435,19,1,intensive
kam,1436,12,1,to threaten
kang,1437,7,1,chin/body of crossbow on which arrow is set/measure of wine
kao,1438,17,1,arrowhead/to chop wedges in a pole to make a ladder or in poles to make them weak in making a trap
kăl,1439,20,1,"important, to need/to chop large trees"
kăp,1440,43,1,to bite/to be expensive
kăt,1441,37,1,to cut
kăt-kôh,1442,40,1,"type of ant that lives in nests in trees, the stomach is raised like a tail"
keh,1443,10,1,to be finished usually in making something
"Kei-Dei , 'Bok  Kei-Dei",1444,9,1,"God, Lord, Creator of heaven and earth"
keng,1445,25,1,musical horn of any type
keng-kong,1446,7,1,a square
kep,1447,33,1,anything with scissor-like arms; to cut and post
ket,1448,36,1,to choke
ket-kong,1449,34,1,to wrestle with legs only (from ankles down)
kĕ,1450,10,1,to be able to to have strength enough
kĕch,1451,23,1,to harvest rice
kĕt-kŏt or kek-kok,1452,45,1,the noise child makes to imitate sound of car
kêng,1453,12,1,"to deceive, to accuse"
kêng-kêu,1454,32,1,to describe bowlegged stride of a monkey
khak,1455,48,1,to clear one's throat
khan,1456,2,1,to say
khă,1457,2,1,to forbid
khăk,1458,4,1,sputum
khăk-khăk,1459,44,1,noise of ankle bone when walking
khăn,1460,25,1,blanket especially the Bahnar-type blanket
khăng,1461,18,1,hard tough
khei,1462,39,1,"moon, month "
măt khei,1463,7,1,moon
"Khĕch, bơngai Khĕch",1464,3,1,Chinese
khĕnh,1465,27,1,"bad-tempered, mean (male only)"
khêl,1466,17,1,a shield
khǐk,1467,49,1,noise of weeping
khǐng-khŭng,1468,45,1,noise-making instrument propelled by water power used in fields to scare away animals/descrbies older people walking bent over
khoǐ-khoǐ,1469,26,1,to describe uneven walk of a lame person
khok,1470,36,1,to choke on
khong,1471,48,1,bad smell
khop,1472,12,1,"to bow pray; Catholics, Christian"
khor,1473,32,1,to comb hair a tickle in throat
khot,1474,19,1,of water to become less and less
"khot, 'bŏu khot ",1475,48,1,bad smell of old meat
khoy,1476,23,1,of food to be burned
khŏm,1477,12,1,"occurring singly and before the verb khŏm has the idea of ""to do anyway"" ""keep on doing""; occurring in duplicated form and after verb it means continually"
khôi,1478,8,1,"customs, law"
khôǐ,1479,36,1,"to throw down, trip up"
khôn,1480,3,1,"friendly, kind "
không,1481,33,1,an instrument used in weaving to keep of weaving apert
khơǐ-khơǐ,1482,29,1,staggering walk of sick person
khơī,1483,0,1,to disappear
khơp,1484,37,1,to bridle
khỡ,1485,1,1,until
khỡl,1486,44,1,noise or way something of wood breaks
khỡng,1487,19,1,fire with much flame
khuă,1488,11,1,"key, lock"
khuen,1489,33,1,part that binds blade to handle
khul,1490,3,1,group kind type race of people
khuỡk,1491,11,1,to become less
khŭk,1492,0,1,minute
khŭk-khŭk,1493,45,1,noise of pig when scared
khưi,1494,19,1,to describe very hot coals of fire
khưn,1495,42,1,trap to catch wild chickens alive
ki,1496,0,1,"a while ago, the other day time, designates time from a few days ago up to about a year ago"
kial,1497,35,1,wind
kiĕ,1498,1,1,place
kiĕk,1499,3,1,tiger
kiĕl,1500,6,1,bottom of basket
kiĕn,1501,32,1,to stick pointed things into something as feathers into a head band
kiĕng,1502,17,1,tail
kiĕt,1503,18,1,to peel off
kiĕu,1504,42,1,of animals to be with young
kiŏl,1505,44,1,noise and movement of something falling into the grass
kiơ,1506,4,1,"what, which"
kiỡ,1507,11,1,to follow/place
kiỡng,1508,44,1,"of something to feel hard and unmoving; of a house to vibrate shake because of earthquake, explosion"
kiŭl,1509,44,1,noise and movement of something large falling
kla,1510,3,1,"panther, leopard"
klai,1511,12,1,"to be fed up with, tired of, angry at"
klaih,1512,20,1,"to finish, be done with, get well"
klak,1513,14,1,"stomach, intestines"
klan,1514,40,1,red worm that lives in dirty water
klang,1515,38,1,to place bamboo tube so that water will run through it
klang kok,1516,4,1,stork
klang-klôm,1517,17,1,of rice to be only partly cooked
"klanh ,  'nhĕt klanh",1518,23,1,type of grass with sharp edges
klă klang,1519,15,1,to be shining bright and beautiful
"klăm, măng klăm",1520,31,1,very dark
klăn,1521,39,1,python
klăng,1522,4,1,to level off a field
"klen-klon, yak klen-klon",1523,37,1,to walk leaving no evidence where you have been
kleo,1524,2,1,of unripe jackfruit to wither up because picked to early
klĕ,1525,8,1,to steal
klĕch,1526,22,1,to have just left
klĕng,1527,11,1,forehead
klĕnh,1528,17,1,"escape, flee, run away "
klĕp,1529,12,1,"to patch clothes, fasten on "
klǐ,1530,18,1,"to describe very soft, overcooked potato, banana"
klǐk,1531,23,1,deaf
klong,1532,26,1,husband
klo 'ba,1533,11,1,dragonfly
kloh,1534,5,1,"to fade, wash out, become clean "
klong măt,1535,17,1,eyeball
klŏ,1536,2,1,"to speak clearly, correctly "
klŏk,1537,1,1,navel
klŏng,1538,19,1,deep water in river or in sea
klŏng-chǐng klŏng,1539,15,1,bamboo xylophone
klỗ,1540,38,1,to dig out large clods of soil
klơch,1541,27,1,"to be afraid continually, person who is always afraid "
klơm,1542,4,1,liver
klơng,1543,18,1,to lift something up that is heavy
klỡk,1544,44,1,to indicate noise and way something falls to the ground
klỡm,1545,36,1,to throw
kluĕk-kluĕk,1546,48,1,noise of person eating
klưh,1547,10,1,to show love by pinching
klưp,1548,45,1,to describe drooping ears of dogs or goats; people's ears sticking out
"ko, sŏk ko ",1549,39,1,grey hair
koch,1550,24,1,to shred
koi,1551,34,1,to carry person on shoulders
koi lơloi,1552,27,1,expression indicating fear danger might befall someone
kok,1553,39,1,white
kol,1554,40,1,"hump on back of cows, oxen "
kon,1555,3,1,"child, offspring"
kon rơmo,1556,9,1,calf
kon kông,1557,21,1,"mountain people, Montagnard"
kon ngai,1558,3,1,pupil of eye
kong,1559,35,1,bracelet
kong kiơng,1560,17,1,metal necklace (all one piece)
kong koy,1561,17,1,back of neck
kop,1562,17,1,land turtle
kŏ,1563,5,1,dog
kŏ brăng,1564,3,1,millepede
kŏ so,1565,1,1,"wolf, wild dog"
kŏk,1566,5,1,wooden bell-like instrument hung on cow or carabao
kôch,1567,15,1,to scoop rice sand with hands dig with hands
kôih,1568,38,1,to scrape e.g. scrape pig skin
kông,1569,43,1,"mountain, high hill"
"kông, chêng kông",1570,7,1,large gongs
kôp,1571,25,1,"to hang on to tree as orchid, vine; entwine"
kỗ,1572,21,1,"a final particle exact meaning unknown, may have the sense of ""you know"""
kơ,1573,26,1,a connector on phrase level occurring very frequently
kơbaī,1574,35,1,an animal to scratch the ground furiously
"kơbăl, kơbăl jỡng",1575,43,1,legs sore from walking
kơbô,1576,25,1,a very large type of tree-climbing vine
kơbỡp,1577,15,1,"of metal to be bent, dented"
kơ'bang,1578,33,1,table
kơ'bêl,1579,1,1,expression used when one sees many people or other things
kơ'bôp,1580,27,1,cabbage
kơ'bŭl,1581,14,1,to be round shaped as full tree cabbage
kơchai,1582,15,1,bottle
kơchap,1583,14,1,fish scales
kơchăn,1584,15,1,to be ready to jump or pounce upon
kơchăng,1585,34,1,"to watch out for, be careful, be ready "
kơchĕr-kơchônh,1586,2,1,to describe something sparking or sparkling
kơchǐk,1587,19,1,type of tree used in building
kơchok,1588,15,1,"cup, glass "
kơchŏng krŏu,1589,6,1,to be wrinkled as leaf paper clothing
kơchôh jôn,1590,38,1,"to bend the knee, kneel "
kơchôp,1591,13,1,hoof
kơchôt luĕt,1592,26,1,to be wrinkled up as paper
kơchuh lut,1593,18,1,to stumble and fall forward
kơdah,1594,28,1,to kick
kơdal,1595,13,1,rump
kơdăng,1596,4,1,"of earth to be hard, or a tire "
kơdeh,1597,25,1,to break up sod with swinging motion of hoe
kơdĕn,1598,13,1,button
kơdêt,1599,1,1,to spread out legs very far
kơdi,1600,18,1,"matter, case to be judged"
kơdih,1601,9,1,"own self, by oneself"
kơdǐm,1602,2,1,onion
kơdong,1603,3,1,snake having alternate black and white stripes around body
kơdôih,1604,5,1,to describe something with a bumpy surface such as a turtle
"kơdông, hre kơdông",1605,45,1,largest type of rattan
"kơdŏu, kơđâu",1606,5,1,to run
kơdỡ,1607,11,1,"to be shy, ashamed "
kơdỡl,1608,27,1,solid (no holes)
kơdỡp,1609,25,1,to hide
kơdranh,1610,8,1,person who serves as go between for bride and groom; witness
kơdră,1611,22,1,old (bamboo) leader elder eldest child
kơdrăt,1612,3,1,"to be startled, frightened"
kơdrǐng,1613,29,1,narrow porch running all the way around house
kơdroh,1614,35,1,wine that lost its power
kơdrot,1615,19,1,"bee-like insect that in tree or ground, smaller than bee"
kodrŏu,1616,40,1,anything used to poison fish
kodrỗ,1617,30,1,"to do alone, be alone"
kơdrơh,1618,2,1,floor
kodrơih,1619,16,1,to scare by hiding and suddenly appearing
kơdrỡp,1620,27,1,bird trap
kơdruh,1621,5,1,"trap for fish made by putting poles in pond, lake to make place for them to live and then damming up after"
kơdu,1622,43,1,to run
kơdŭ,1623,11,1,"the back of a person, animal"
kơdŭn,1624,42,1,"withdraw, go backwards"
kơdŭng,1625,10,1,"pocket, pouch"
kơdŭnh,1626,21,1,strong fat person
kơdŭt,1627,12,1,very young grass of thatch used to make roofs
kơđang,1628,15,1,to step over
kơđeng,1629,11,1,a light lamp
kơđinh,1630,35,1,nail
kơđông,1631,17,1,military post camp
kơđôp,1632,1,1,handful
kơđum,1633,21,1,large shallow basket or tray used to winnow rice
kơeng,1634,23,1,"to love, value-as children"
kơep,1635,20,1,centipede
kơgring,1636,21,1,big fire
kơgring-kơgrang,1637,19,1,loud noise
kơhret,1638,49,1,to tie securely
kơiĕng,1639,13,1,sides of body at waist
kơjăp,1640,18,1,"secure, strong, firm, reliable"
kơjon,1641,8,1,to be lame under knee from sitting too long
kơjung,1642,36,1,"long, tall "
kơ'jrat,1643,7,1,position with limbs thrown out as animals roasting
kơka,1644,32,1,"type of very hard burning wood, it makes good charcoal "
kơkaǐ,1645,15,1,to scratch one's body
kơkă,1646,36,1,chew
kơklăn,1647,42,1,fat wrinkly stomach
kơko,1648,24,1,a bee-like insect
kơkoch,1649,5,1,to not hear anything
kơkoy,1650,29,1,to nod in falling asleep
kơkŏng,1651,29,1,forearm from elbow to wrist
kơkuh,1652,33,1,"to salute, greet, worship, bow "
kơkŭh,1653,8,1,propeller fan
kơla,1654,35,1,scar
kơla-kơlĕch,1655,35,1,to have many scars
kơlap,1656,8,1,flying ant
kơlăm,1657,5,1,metal bowl used for dipping rice measuring
mu kơlăm,1658,38,1,helmet
kơleng,1659,17,1,to look at
kơlĕ,1660,1,1,"perhaps, maybe this, maybe that "
kơliĕt,1661,8,1,type of bead made from a certain of grass and used on loincloths
kơlih,1662,15,1,because
kolŏng,1663,4,1,small puff of smoke
kơlôk,1664,6,1,large pile
kơlôk-kơlak-mak,1665,14,1,intensive form of kơlôk
kơlông,1666,24,1,of things to peel when burnt
kơlông-kơlang,1667,6,1,intensive form of kơlông
kơlŭng,1668,39,1,large cloud of smoke
kơ'lêng,1669,25,1,to describe the spread of the wings of a plane
kơmaǐ,1670,7,1,machine engine
kơman,1671,25,1,"cracked, scaly feet"
kơmang,1672,5,1,gills
"kơmar,  kon kơmar",1673,7,1,twins
kơmăl,1674,32,1,"strong-bodied, muscular"
kơmăng,1675,31,1,at night night time
kơmăng kơmơt,1676,31,1,at night night time
kơmăp,1677,42,1,of animals to die of a natural cause
kơmăt,1678,6,1,gall bladder
kơmlat,1679,7,1,lightning
kơmlo,1680,26,1,"dumb, unable to speak"
"kơmoh kơ ih, inh wă brŏk",1681,2,1,"""excuse me, I must go home"""
kơmong,1682,44,1,the soft spot on a baby's head
kơmot,1683,3,1,type of termite
kơmŏ,1684,19,1,dirty
kơmŏ-gŏ,1685,39,1,kettle black
kơmŏk-blan,1686,40,1,"a type of bee-like insect that is very small, its honey and offspring are edible"
kơmỡt,1687,6,1,gall bladder
kơmrui,1688,40,1,small type of fly (fruit fly)
kơmuăl,1689,42,1,of a dog to be very good in hunting
kơmuh,1690,20,1,suds
kơmưt,1691,9,1,"that, someone like you"
kơ'min,1692,34,1,to hold in front in arms as a baby
kơn,1693,16,1,a cloth
kơn nhêu,1694,35,1,head cloth
kơn seo,1695,6,1,towel
kơna,1696,9,1,clause and sentence-level conjunction--then therefore so
kơnam,1697,12,1,"to hold a grudge, to threaten"
kơnao,1698,33,1,wedge cut as in ladder
kơnar,1699,40,1,type of white worm that eats roots of plants
"kơnăl, gơnăl",1700,1,1,to recognize
kơne,1701,17,1,"rat, mouse"
kơne kơchai,1702,17,1,shrew
tep kơne,1703,29,1,"to sleep lightly, to shut eyes but not really sleep"
kơnễ,1704,26,1,"bad, evil"
kơni,1705,32,1,one-stringed musical instrument played with a bow
kơnol,1706,48,1,swollen lymph glands or possibly means only lymph glands
jǐ-kơnol,1707,39,1,"swollen lymph glands, plague"
kơnong,1708,38,1,dikes that divide sections of a rice field (wet rice)
"kơnŏk, yă kơnŏk",1709,3,1,name of a mythical woman who plays with present-day children
kơnơl,1710,17,1,heel
kơnu,1711,40,1,large white worm that eats trees callouses
"kơnuăn, hla kơnuăn",1712,30,1,"sweet potato vines,  leaves"
kơnung,1713,3,1,"family, family name"
kơnur,1714,17,1,eyebrow
"kơ'năm, gơ'năm",1715,16,1,belt
kơ'năr,1716,0,1,"during day, by day"
kơ'nŏn,1717,43,1,of animal to curl up to keep warm
kơ'nơng,1718,28,1,"sway-backed, crooked back"
kơ'nơp,1719,22,1,to shelter oneself
kơ'nŭn,1720,17,1,hunched
kơnglat,1721,21,1,a slice
kơ'ngap,1722,36,1,to yawn
kơ'ngiĕng,1723,16,1,waist
kơ'ngon,1724,28,1,to stretch one's neck
kơ'nguenh,1725,32,1,to curl up e.g. a dog
kơ'ngŭnh,1726,27,1,of children to be quiet and good; to sit hunched over
kơnh,1727,0,1,"later on today, in a little while later, on future"
kơnhŏng,1728,16,1,the top part of an object
kơnhrao,1729,12,1,of a person to be tall and lean
kơ'nhon,1730,34,1,to sway as when bracing oneself to stand on tiptoes
kơpah,1731,16,1,one side
kơpaih,1732,6,1,cotton
kơpal,1733,16,1,"above, on top of, on"
kơpăt,1734,30,1,"fruit used to wash, kill lice, poison fish"
kơpen,1735,6,1,loincloth
kơphe,1736,14,1,coffee
kơpǐt,1737,34,1,"to crush, press down with hand "
kơplah,1738,0,1,"during that time, at that time"
kơpoh,1739,30,1,a type of fruit
kơpô,1740,14,1,carabao
kơpu,1741,18,1,"squeeze by rolling, wash hair"
kơrăn,1742,15,1,different sections of the skin of a snake
kơrôm,1743,6,1,"the underpart of a house, bed"
kơsaǐ,1744,24,1,"to sprinkle, splash water on"
kơse,1745,0,1,even though
kơseh,1746,26,1,sneeze
kơseng,1747,43,1,of bamboo to die
kơsep,1748,13,1,to pinch
kơsĕ,1749,14,1,not yet ripe
kosĕnh,1750,13,1,"to twist, to make strong"
kơsǐ,1751,0,1,"negative no, it's not true"
kơsoh,1752,24,1,to spit
kơsŏk,1753,19,1,dirty water
kơsỡ,1754,0,1,afternoon
kơtah,1755,36,1,"to jump, to dive into water"
kơtak,1756,26,1,cackle of hen
kơtam,1757,40,1,large crab
kơtang,1758,12,1,"to be strong, courageous, powerful"
kơtao,1759,14,1,sugarcane
kơtăn,1760,11,1,right at the place
kơten,1761,6,1,the border on a loincloth
kơtĕch,1762,18,1,of string to break
kơtĕch jơhngỡm,1763,2,1,to die
kơtha,1764,24,1,"to lack, to be slightly cracked chipped"
kơthao,1765,6,1,tub
kơthơ,1766,9,1,"letter, written communication"
kơthŭng,1767,6,1,"pail, large can"
kơtih,1768,12,1,"to be unsettled, wanting to do something but afraid"
kơting,1769,21,1,bone
kơtǐ,1770,38,1,to move circularly in threshing rice
kơtǐt,1771,34,1,to crush e.g. car crushing person
kơtol,1772,23,1,of eggplant to not be thoroughly cooked
kơtong,1773,32,1,"the kick of a horse, cow"
kơtonh,1774,6,1,fern
kotŏng,1775,5,1,one of three types of local deer
kơtôch,1776,19,1,"piece of wood that has been burned black, charred"
kơtơh,1777,8,1,chest
kơtơh ăng,1778,9,1,have children and all die
kơtơih,1779,17,1,stumble
kơtơm,1780,4,1,owner
kơtơp,1781,3,1,pigeon
kơtỡ,1782,15,1,bamboo comb
kotỡk,1783,25,1,sticky
kơtỡn,1784,7,1,threshold
kơtỡng,1785,29,1,to hear
kơtu,1786,3,1,"old abandoned village, site of old village"
kơtua,1787,16,1,bridge
kơtuang,1788,34,1,to trip someone with foot
kơtuăl,1789,16,1,"spool, clod of earth"
kơtuh,1790,1,1,"cabinet, wardrobe"
kơtul,1791,9,1,"stupid, not intelligent"
kơtum,1792,3,1,relatives
kơtum kơtŏng,1793,14,1,intensive of kơtum
kơwim,1794,25,1,type of smoking pipe
kơwữ,1795,6,1,"thick paper, cloth, lips"
kỡl,1796,17,1,head
kỡm,1797,2,1,"taboo, prohibited"
kỡm-kang,1798,9,1,polite form of kỡm
kỡng,1799,3,1,spleen
kỡp,1800,31,1,a moment
kỡt,1801,42,1,to tie animals so that they can feed
krai,1802,15,1,a very flexible tree used to make spring traps and housepots
kram,1803,15,1,the large type of bamboo
krang,1804,16,1,upward slope
krang krĕl,1805,46,1,constipation (from swallowing seeds)
kranh,1806,24,1,stomach pain
krao,1807,2,1,to call
kră,1808,9,1,old--of people and living things
"krăk, 'long krăk",1809,15,1,a tree with black wood that is very hard
krăl,1810,43,1,poison from tree used to put on arrows
krăm,1811,24,1,to sink in water
kreh,1812,24,1,to scratch scab of sore
"kreh, 'long kreh",1813,33,1,an instrument used to keep thread in weaving even
kreo-kreo,1814,49,1,noise of crying
krep kơkrep,1815,49,1,noise of person crying; noise of blowing on something
kret,1816,22,1,"to be greedy, not give in return when given to"
krĕ,1817,8,1,"of people to grow slowly, be shorter than people one's age while still growing"
krĕch,1818,28,1,to almost hit something
krĕng,1819,39,1,reddish black berry
krĕo,1820,8,1,to castrate
krê,1821,27,1,to be very frightened
krênh,1822,13,1,to tie well (over and over)
kring,1823,6,1,hornbill
krip krip,1824,29,1,to describe someone crying
krǐp,1825,47,1,to grab hard and quickly
kro,1826,23,1,of trees and plants to be dead dried up
kroǐ kroǐ,1827,48,1,noise of person eating hard crunchy food
kron,1828,47,1,"to keep in enclosure, imprison"
krong,1829,6,1,river
krŏch,1830,46,1,to get hungry for when seeing someone else eat
krŏk krŏk,1831,49,1,noise of child drinking
krŏu,1832,43,1,to poison fish
"krô, krô krô",1833,0,1,often
krôh,1834,21,1,back basket with the opening on the side rather than at the top used to carry belongings
krôǐ,1835,39,1,orange
krông krang,1836,16,1,"up and down, mountainous"
krônh krônh,1837,49,1,noise of one person crying
krônh kranh,1838,49,1,noise of loud prolonged crying
krôp,1839,36,1,to embrace to warm baby by holding
krơt krơt,1840,44,1,"the noise of someone teeth being cut, filed "
krỡ,1841,44,1,the noise of something rubbing together
krỡk krỡk,1842,45,1,"to describe the pain of fish bone in throat, thorn in foot"
kruih,1843,22,1,to designate taking or stealing something
kruǐ kruǐ,1844,48,1,noise of someone eating fruit
krŭk krŭk,1845,45,1,noise of adult or animal drinking
krưh,1846,34,1,expression used when one wants to give all his strength to something at one moment
krưp,1847,49,1,"scary, frightening, out of the ordinary"
kuaih,1848,47,1,"to dig up, scratch around for"
kuak,1849,44,1,sound of tearing paper
kual,1850,13,1,"to wind up rope, to put away, to turn handle "
kuan,1851,4,1,"mandarin, official"
kuang,1852,16,1,inside part of leg
kuă,1853,22,1,to not want to do
kuăl,1854,42,1,of a dog to bark
kuăn,1855,13,1,to hold firmly around the waist
kuăng,1856,10,1,"fast, quickly, to get up early"
kuăt,1857,2,1,to remember well
kue,1858,0,1,lame
kueng,1859,3,1,a section of the village
kuer,1860,37,1,to drill holes
kuĕk,1861,18,1,"to dig out, twist out"
kuĕl,1862,16,1,curve in road
kuĕnh,1863,5,1,black type of monkey with long legs and arms
kuĕo,1864,22,1,to hold fingers as promise or token not to lie
kuễ,1865,14,1,cinnamon
kuh kuh,1866,45,1,bark of dog
kuǐp,1867,42,1,to describe the way a bird eats
kul,1868,39,1,dark colors
"ladder, basically",1869,33,1,ladder--basically the traditional ladder made of one wedged pole
kung bơbe,1870,17,1,ladder with rungs
kung kuch,1871,34,1,expression used in hide-and-go-seek to draw attention to your hiding place
kuơch,1872,34,1,"to beckon, call by hand, give signal by hand or head"
kuơk,1873,44,1,sound of cloth tearing
kuỡl,1874,2,1,"to be lost, people only"
kŭk,1875,25,1,large rock
kŭp,1876,28,1,to bow head
Kŭr,1877,3,1,"Khmer, Cambodians"
kưt,1878,5,1,frog-toad family
kưt kơpô,1879,40,1,large edible frog
kưt trŏl,1880,40,1,"a frog with long legs, yellow, edible "
kưt pôi,1881,30,1,like but smaller also edible
kưt tơroi,1882,40,1,an edible frog that noise
kưt kĕng,1883,40,1,small yellow edible frog with large cheeks
kưt đak,1884,40,1,small frog that lives in the water
kưt adrŏk,1885,3,1,toad
kữ,1886,10,1,"keep on doing, do anyway"
kữ-kă,1887,12,1,"to do with no purpose, uninhibitedly, without reason, to be licentious "
kơkữ-kơkă,1888,14,1,emphatic of kữ-kă
kữm,1889,1,1,also
la lah,1890,2,1,expression of desire
la-yơ,1891,0,1,when
ưh kơ la-yơ,1892,0,1,never
lach,1893,8,1,scold
lah,1894,0,1,"ever, never "
hăm lah,1895,2,1,have (you) ever
ưh kơ lah,1896,0,1,(I) have never
lai,1897,15,1,mound of dirt made from rat digging hole
lak,1898,48,1,discolored skin with white flaky skin disease
lang,1899,11,1,to untie
Lao,1900,3,1,"Laotian, Laos"
bơngai Lao,1901,3,1,Laotian people
lao-lao don,1902,2,1,to be bored of
lap,1903,31,1,tired
lar,1904,1,1,to open
